Handle,Title,Body HTML,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,SEO Title,SEO Description,Status
goond-katira,Goond Katira,"<h2>Morganics Goond Katira</h2><p>Morganics Goond Katira is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is cooling-drink relevance, texture utility and specialty ingredient value, with Pakistan-focused usage around summer drinks, desserts, texture-led recipes and traditional pantry use.</p><h3>Best Use Cases</h3><ul><li>Summer drinks</li><li>Desserts</li><li>Texture-led recipes</li><li>Traditional pantry use</li></ul><h3>Why Customers Choose It</h3><ul><li>Cooling-drink relevance</li><li>Texture utility</li><li>Specialty ingredient value</li></ul><h3>How to Use</h3><p>Soak before use where appropriate, use clean water, and start with a small quantity to check suitability.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Prepare specialty gums correctly and start with small amounts. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Gums & Specialties,"Morganics, Gums & Specialties",TRUE,Size,Premium Pack,GKT-100,849,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_49-goond-katira.jpg,Goond Katira - گوند کتیرا | Morganics,Buy Goond Katira Online in Pakistan | Morganics,"Shop Morganics Goond Katira for summer drinks, desserts, texture-led recipes and traditional pantry use. Freshness-led packing, practical usage guidance an",active
anjeer,Anjeer,"<h2>Morganics Anjeer</h2><p>Morganics Anjeer is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits, Anjeer, انجیر",TRUE,Size,200g,FIG-250,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_50-anjeer-fig.jpg,Anjeer - انجیر | Morganics,Buy Anjeer Online in Pakistan | Morganics,"Shop Morganics Anjeer for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance and safe e",active
anjeer,,,,,,,,Size,500g,FIG-250-500G,2998,shopify,0,deny,manual,TRUE,FALSE,,,,,
anjeer,,,,,,,,Size,1kg,FIG-250-1KG,5995,shopify,0,deny,manual,TRUE,FALSE,,,,,
maghaz-chilgoza-half-roast,Maghaz Chilgoza Half Roast,"<h2>Morganics Maghaz Chilgoza Half Roast</h2><p>Morganics Maghaz Chilgoza Half Roast is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is naturally satisfying texture, family serving value and premium pantry appeal, with Pakistan-focused usage around clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting.</p><h3>Best Use Cases</h3><ul><li>Clean snacking</li><li>Tea-time serving</li><li>Breakfast bowls</li><li>Desserts</li><li>Premium gifting</li></ul><h3>Why Customers Choose It</h3><ul><li>Naturally satisfying texture</li><li>Family serving value</li><li>Premium pantry appeal</li></ul><h3>How to Use</h3><p>Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Nuts,"Morganics, Nuts, Maghaz Chilgoza Half Roast, مغز چلغوزہ ہاف روسٹ",TRUE,Size,100g,CHIL-100,1299,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_51-maghaz-chilgoza.jpg,Maghaz Chilgoza Half Roast - مغز چلغوزہ ہاف روسٹ | Morganics,Buy Maghaz Chilgoza Half Roast Online in Pakistan | Morganics,"Shop Morganics Maghaz Chilgoza Half Roast for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting. Freshness-led packing, pract",active
maghaz-chilgoza-half-roast,,,,,,,,Size,200g,CHIL-100-200G,2598,shopify,0,deny,manual,TRUE,FALSE,,,,,
maghaz-akhrot,Maghaz Akhrot,"<h2>Morganics Maghaz Akhrot</h2><p>Morganics Maghaz Akhrot is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is naturally satisfying texture, family serving value and premium pantry appeal, with Pakistan-focused usage around clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting.</p><h3>Best Use Cases</h3><ul><li>Clean snacking</li><li>Tea-time serving</li><li>Breakfast bowls</li><li>Desserts</li><li>Premium gifting</li></ul><h3>Why Customers Choose It</h3><ul><li>Naturally satisfying texture</li><li>Family serving value</li><li>Premium pantry appeal</li></ul><h3>How to Use</h3><p>Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Nuts,"Morganics, Nuts, Maghaz Akhrot, مغز اخروٹ",TRUE,Size,200g,WAL-250,1299,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_52-maghaz-akhrot-walnut.jpg,Maghaz Akhrot - مغز اخروٹ | Morganics,Buy Maghaz Akhrot Online in Pakistan | Morganics,"Shop Morganics Maghaz Akhrot for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting. Freshness-led packing, practical usage gu",active
maghaz-akhrot,,,,,,,,Size,500g,WAL-250-500G,3248,shopify,0,deny,manual,TRUE,FALSE,,,,,
maghaz-akhrot,,,,,,,,Size,1kg,WAL-250-1KG,6495,shopify,0,deny,manual,TRUE,FALSE,,,,,
pecan-nuts,Pecan Nuts,"<h2>Morganics Pecan Nuts</h2><p>Morganics Pecan Nuts is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is naturally satisfying texture, family serving value and premium pantry appeal, with Pakistan-focused usage around clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting.</p><h3>Best Use Cases</h3><ul><li>Clean snacking</li><li>Tea-time serving</li><li>Breakfast bowls</li><li>Desserts</li><li>Premium gifting</li></ul><h3>Why Customers Choose It</h3><ul><li>Naturally satisfying texture</li><li>Family serving value</li><li>Premium pantry appeal</li></ul><h3>How to Use</h3><p>Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Nuts,"Morganics, Nuts, Pecan Nuts, پیکن نٹس",FALSE,Size,200g,PEC-200,1299,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_53-pecan-nut.jpg,Pecan Nuts - پیکن نٹس | Morganics,Buy Pecan Nuts Online in Pakistan | Morganics,"Shop Morganics Pecan Nuts for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting. Freshness-led packing, practical usage guida",draft
pecan-nuts,,,,,,,,Size,500g,PEC-200-500G,3248,shopify,0,deny,manual,TRUE,FALSE,,,,,
brazil-nuts,Brazil Nuts,"<h2>Morganics Brazil Nuts</h2><p>Morganics Brazil Nuts is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is naturally satisfying texture, family serving value and premium pantry appeal, with Pakistan-focused usage around clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting.</p><h3>Best Use Cases</h3><ul><li>Clean snacking</li><li>Tea-time serving</li><li>Breakfast bowls</li><li>Desserts</li><li>Premium gifting</li></ul><h3>Why Customers Choose It</h3><ul><li>Naturally satisfying texture</li><li>Family serving value</li><li>Premium pantry appeal</li></ul><h3>How to Use</h3><p>Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Nuts,"Morganics, Nuts, Brazil Nuts, برازیل نٹس",FALSE,Size,200g,BRA-200,1299,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_54-brazil-nuts.jpg,Brazil Nuts - برازیل نٹس | Morganics,Buy Brazil Nuts Online in Pakistan | Morganics,"Shop Morganics Brazil Nuts for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting. Freshness-led packing, practical usage guid",draft
brazil-nuts,,,,,,,,Size,500g,BRA-200-500G,3248,shopify,0,deny,manual,TRUE,FALSE,,,,,
dried-banana,Dried Banana,"<h2>Morganics Dried Banana</h2><p>Morganics Dried Banana is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits, Dried Banana, خشک کیلا",TRUE,Size,200g,BAN-DRY-150,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_55-banana-dried.jpg,Dried Banana - خشک کیلا | Morganics,Buy Dried Banana Online in Pakistan | Morganics,"Shop Morganics Dried Banana for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance and",active
dried-banana,,,,,,,,Size,500g,BAN-DRY-150-500G,2998,shopify,0,deny,manual,TRUE,FALSE,,,,,
mixed-dried-fruits,Mixed Dried Fruits,"<h2>Morganics Mixed Dried Fruits</h2><p>Morganics Mixed Dried Fruits is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits",FALSE,Size,Premium Pack,MIX-DRY-250,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_56-mixed-dried-fruits.jpg,Mixed Dried Fruits - مکس ڈرائی فروٹس | Morganics,Buy Mixed Dried Fruits Online in Pakistan | Morganics,"Shop Morganics Mixed Dried Fruits for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidanc",draft
mabroom-khajoor,Mabroom Khajoor,"<h2>Morganics Mabroom Khajoor</h2><p>Morganics Mabroom Khajoor is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits, Mabroom Khajoor, Mabroom Dates, مبروم کھجور",TRUE,Size,200g,DAT-MAB-500,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_57-mabroom-dates.jpg,Mabroom Khajoor - مبروم کھجور | Morganics,Buy Mabroom Khajoor Online in Pakistan | Morganics,"Shop Morganics Mabroom Khajoor for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance a",active
mabroom-khajoor,,,,,,,,Size,500g,DAT-MAB-500-500G,2998,shopify,0,deny,manual,TRUE,FALSE,,,,,
mabroom-khajoor,,,,,,,,Size,1kg,DAT-MAB-500-1KG,5995,shopify,0,deny,manual,TRUE,FALSE,,,,,
ajwa-dates,Ajwa Dates,"<h2>Morganics Ajwa Dates</h2><p>Morganics Ajwa Dates is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits, Ajwa Khajoor, Ajwa Dates, Ajwa, عجوہ کھجور",TRUE,Size,200g,DAT-AJWA-250,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_58-khajoor-ajwa.jpg,Ajwa Dates - عجوہ کھجور | Morganics,Buy Ajwa Dates Online in Pakistan | Morganics,"Shop Morganics Ajwa Dates for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance and sa",active
ajwa-dates,,,,,,,,Size,500g,DAT-AJWA-250-500G,2998,shopify,0,deny,manual,TRUE,FALSE,,,,,
ajwa-dates,,,,,,,,Size,1kg,DAT-AJWA-250-1KG,5995,shopify,0,deny,manual,TRUE,FALSE,,,,,
sunflower-seeds,Sunflower Seeds,"<h2>Morganics Sunflower Seeds</h2><p>Morganics Sunflower Seeds is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is small-format pantry convenience, topping use and modern wellness routines, with Pakistan-focused usage around breakfast bowls, soaked drinks, salads, baking and clean snack portions.</p><h3>Best Use Cases</h3><ul><li>Breakfast bowls</li><li>Soaked drinks</li><li>Salads</li><li>Baking</li><li>Clean snack portions</li></ul><h3>Why Customers Choose It</h3><ul><li>Small-format pantry convenience</li><li>Topping use</li><li>Modern wellness routine</li></ul><h3>How to Use</h3><p>Sprinkle on bowls or salads, mix into yogurt or smoothies, or soak where the product is commonly used that way.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use moderate portions and drink enough water when using fiber-rich seeds. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Seeds,"Morganics, Seeds, Sunflower Seeds, سورج مکھی کے بیج",TRUE,Size,100g,SUN-250,649,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_59-sunflower-seeds.jpg,Sunflower Seeds - سورج مکھی کے بیج | Morganics,Buy Sunflower Seeds Online in Pakistan | Morganics,"Shop Morganics Sunflower Seeds for breakfast bowls, soaked drinks, salads, baking and clean snack portions. Freshness-led packing, practical usage guidance",active
sunflower-seeds,,,,,,,,Size,200g,SUN-250-200G,1298,shopify,0,deny,manual,TRUE,FALSE,,,,,
sunflower-seeds,,,,,,,,Size,500g,SUN-250-500G,3245,shopify,0,deny,manual,TRUE,FALSE,,,,,
sunflower-seeds,,,,,,,,Size,1kg,SUN-250-1KG,6490,shopify,0,deny,manual,TRUE,FALSE,,,,,
daliya-oats,Daliya Oats,"<h2>Morganics Daliya Oats</h2><p>Morganics Daliya Oats is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is small-format pantry convenience, topping use and modern wellness routines, with Pakistan-focused usage around breakfast bowls, soaked drinks, salads, baking and clean snack portions.</p><h3>Best Use Cases</h3><ul><li>Breakfast bowls</li><li>Soaked drinks</li><li>Salads</li><li>Baking</li><li>Clean snack portions</li></ul><h3>Why Customers Choose It</h3><ul><li>Small-format pantry convenience</li><li>Topping use</li><li>Modern wellness routine</li></ul><h3>How to Use</h3><p>Sprinkle on bowls or salads, mix into yogurt or smoothies, or soak where the product is commonly used that way.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use moderate portions and drink enough water when using fiber-rich seeds. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Seeds,"Morganics, Seeds, Daliya Oats, دلیہ اوٹس",FALSE,Size,100g,OATS-500,649,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_60-daliya-oats.jpg,Daliya Oats - دلیہ اوٹس | Morganics,Buy Daliya Oats Online in Pakistan | Morganics,"Shop Morganics Daliya Oats for breakfast bowls, soaked drinks, salads, baking and clean snack portions. Freshness-led packing, practical usage guidance and",draft
daliya-oats,,,,,,,,Size,200g,OATS-500-200G,1298,shopify,0,deny,manual,TRUE,FALSE,,,,,
daliya-oats,,,,,,,,Size,500g,OATS-500-500G,3245,shopify,0,deny,manual,TRUE,FALSE,,,,,
daliya-oats,,,,,,,,Size,1kg,OATS-500-1KG,6490,shopify,0,deny,manual,TRUE,FALSE,,,,,
hibiscus-herb,Hibiscus Herb,"<h2>Morganics Hibiscus Herb</h2><p>Morganics Hibiscus Herb is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is aroma, traditional familiarity and practical kitchen use, with Pakistan-focused usage around tea, kitchen, aroma, traditional pantry and careful daily routines.</p><h3>Best Use Cases</h3><ul><li>Tea</li><li>Kitchen use</li><li>Aroma</li><li>Traditional pantry</li><li>Careful daily routine</li></ul><h3>Why Customers Choose It</h3><ul><li>Aroma-led pantry use</li><li>Traditional familiarity</li><li>Practical kitchen routine</li></ul><h3>How to Use</h3><p>Use in tea, milk, desserts, cooking or aroma-led recipes in small amounts according to taste.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Herbs may not suit every body; ask a qualified professional if pregnant, nursing, medicated or managing a condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Herbs & Spices",Herbs,"Morganics, Herbs",TRUE,Size,Premium Pack,HIB-100,849,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_61-hibiscus-herb.jpg,Hibiscus Herb - گڑھل | Morganics,Buy Hibiscus Herb Online in Pakistan | Morganics,"Shop Morganics Hibiscus Herb for tea, kitchen, aroma, traditional pantry and careful daily routines. Freshness-led packing, practical usage guidance and sa",active
ginkgo-biloba,Ginkgo Biloba,"<h2>Morganics Ginkgo Biloba</h2><p>Morganics Ginkgo Biloba is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is aroma, traditional familiarity and practical kitchen use, with Pakistan-focused usage around tea, kitchen, aroma, traditional pantry and careful daily routines.</p><h3>Best Use Cases</h3><ul><li>Tea</li><li>Kitchen use</li><li>Aroma</li><li>Traditional pantry</li><li>Careful daily routine</li></ul><h3>Why Customers Choose It</h3><ul><li>Aroma-led pantry use</li><li>Traditional familiarity</li><li>Practical kitchen routine</li></ul><h3>How to Use</h3><p>Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Herbs may not suit every body; ask a qualified professional if pregnant, nursing, medicated or managing a condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Herbs & Spices",Herbs,"Morganics, Herbs",TRUE,Size,Premium Pack,GIN-60,849,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_62-ginkgo-biloba.jpg,Ginkgo Biloba - گنکگو بلوبا | Morganics,Buy Ginkgo Biloba Online in Pakistan | Morganics,"Shop Morganics Ginkgo Biloba for tea, kitchen, aroma, traditional pantry and careful daily routines. Freshness-led packing, practical usage guidance and sa",active
aqarqara,Aqarqara,"<h2>Morganics Aqarqara</h2><p>Morganics Aqarqara is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is aroma, traditional familiarity and practical kitchen use, with Pakistan-focused usage around tea, kitchen, aroma, traditional pantry and careful daily routines.</p><h3>Best Use Cases</h3><ul><li>Tea</li><li>Kitchen use</li><li>Aroma</li><li>Traditional pantry</li><li>Careful daily routine</li></ul><h3>Why Customers Choose It</h3><ul><li>Aroma-led pantry use</li><li>Traditional familiarity</li><li>Practical kitchen routine</li></ul><h3>How to Use</h3><p>Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Herbs may not suit every body; ask a qualified professional if pregnant, nursing, medicated or managing a condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Herbs & Spices",Herbs,"Morganics, Herbs",TRUE,Size,Premium Pack,AQR-50,849,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_63-aqarqara.jpg,Aqarqara - عقرقرحا | Morganics,Buy Aqarqara Online in Pakistan | Morganics,"Shop Morganics Aqarqara for tea, kitchen, aroma, traditional pantry and careful daily routines. Freshness-led packing, practical usage guidance and safe ec",active
